,FullName,URL
803,Kelley Armstrong,https://www.goodreads.com/book/show/157672156-the-boy-who-cried-bear?from_search=true&from_srp=true&qid=VMfFBNWzbA&rank=1
804,Louisa May Alcott,https://www.goodreads.com/book/show/1934.Little_Women?from_search=true&from_srp=true&qid=Niqv4Byvu1&rank=1
805,Steve Weddle,https://www.goodreads.com/book/show/136968522-the-county-line?from_search=true&from_srp=true&qid=RHHzj1TIi4&rank=1
806,Sunny Moraine,https://www.goodreads.com/book/show/127281430-your-shadow-half-remains?from_search=true&from_srp=true&qid=Vs8dJC8s37&rank=1
807,Hank Phillippi Ryan,https://www.goodreads.com/book/show/127315520-one-wrong-word?from_search=true&from_srp=true&qid=MalKKE7VWF&rank=1
808,Jasper Fforde,https://www.goodreads.com/book/show/199353348-red-side-story?from_search=true&from_srp=true&qid=d8zdqrQr8U&rank=1
809,Malayna Evans,https://www.goodreads.com/book/show/136276903-neferura?from_search=true&from_srp=true&qid=SaZvBNrcPD&rank=1
810,Amanda  Churchill,https://www.goodreads.com/book/show/158649877-the-turtle-house?from_search=true&from_srp=true&qid=d8DHcz0fZK&rank=1
811,Iris Yamashita,https://www.goodreads.com/book/show/154488336-village-in-the-dark?from_search=true&from_srp=true&qid=RjrV34tWLD&rank=1
812,Sara Shepard,https://www.goodreads.com/book/show/157979416-nowhere-like-home?from_search=true&from_srp=true&qid=PlJEvRpdpk&rank=1
813,Lindsey Lamar,https://www.goodreads.com/book/show/203510256-you-ve-been-summoned?from_search=true&from_srp=true&qid=UTqDuJ4rrg&rank=1
814,Sarah Ruiz  Grossman,https://www.goodreads.com/book/show/176823311-a-fire-so-wild?from_search=true&from_srp=true&qid=zdmDi0PHX1&rank=1
815,Laura Piper Lee,https://www.goodreads.com/book/show/118925396-hannah-tate-beyond-repair?from_search=true&from_srp=true&qid=g742baFAMb&rank=1
816,Laurie R. King,https://www.goodreads.com/book/show/154462653-the-lantern-s-dance?from_search=true&from_srp=true&qid=gNbwztZB4m&rank=1
817,Kylie Scott,https://www.goodreads.com/book/show/150444587-the-last-days-of-lilah-goodluck?from_search=true&from_srp=true&qid=dmHZXLcutB&rank=1
818,Brooke  Montgomery,https://www.goodreads.com/book/show/32969150-stay-with-me?from_search=true&from_srp=true&qid=YGZ9o6c2ju&rank=1
819,Mariah Stovall,https://www.goodreads.com/book/show/185767233-i-love-you-so-much-it-s-killing-us-both?from_search=true&from_srp=true&qid=bXUEL0F3R4&rank=1
820,Soyoung Park,https://www.goodreads.com/book/show/171681724-snowglobe?from_search=true&from_srp=true&qid=n2vyJ9NTV7&rank=1
821,GennaRose Nethercott,https://www.goodreads.com/book/show/150247444-fifty-beasts-to-break-your-heart?from_search=true&from_srp=true&qid=hIAfL51jMp&rank=1
822,Colleen Cambridge,https://www.goodreads.com/book/show/61678536-mastering-the-art-of-french-murder?from_search=true&from_srp=true&qid=7KlfFGp0zu&rank=1
823,Sarah  Tomlinson,https://www.goodreads.com/book/show/127306146-the-last-days-of-the-midnight-ramblers?from_search=true&from_srp=true&qid=MTSzYwoleb&rank=1
824,Phillip B. Williams,https://www.goodreads.com/book/show/28220826-when-the-moon-was-ours?from_search=true&from_srp=true&qid=O2mJ24gKX6&rank=1
825,Suzanne Redfearn,https://www.goodreads.com/book/show/123170348-where-butterflies-wander?from_search=true&from_srp=true&qid=ltUgsoW5dY&rank=1
826,Michelle Heard,https://www.goodreads.com/book/show/60103749-a-hunt-of-shadows?from_search=true&from_srp=true&qid=KVMl4vkRuc&rank=1
827,Premee Mohamed,https://www.goodreads.com/book/show/127281143-the-butcher-of-the-forest?from_search=true&from_srp=true&qid=ebART0TwhT&rank=1
828,Claire Coughlan,https://www.goodreads.com/book/show/60536512-where-they-lie?from_search=true&from_srp=true&qid=kcKOieag8Q&rank=1
829,Monica  Murphy,https://www.goodreads.com/book/show/195083742-lonely-for-you-only?from_search=true&from_srp=true&qid=Kjf7K1XEEw&rank=1
830,Sagit Schwartz,https://www.goodreads.com/book/show/150065076-since-she-s-been-gone?from_search=true&from_srp=true&qid=kD85wsMxL5&rank=1
831,Brandy Schillace,https://www.goodreads.com/book/show/127975990-the-framed-women-of-ardemore-house?from_search=true&from_srp=true&qid=1sCekPjTen&rank=1
832,Leigh Abramson,https://www.goodreads.com/book/show/61273862-a-likely-story?from_search=true&from_srp=true&qid=toKjhHxG2V&rank=1
833,Ian Ferguson,https://www.goodreads.com/book/show/149269372-i-only-read-murder?from_search=true&from_srp=true&qid=qmuJ6LbJCj&rank=1
834,L.M. Montgomery,https://www.goodreads.com/book/show/53529175-anne-of-green-gables?from_search=true&from_srp=true&qid=OwKmbe11SF&rank=1
835,Darcy Coates,https://www.goodreads.com/book/show/136276905-the-hollow-dead?from_search=true&from_srp=true&qid=aIVHBrfpHw&rank=1
836,Chris Cander,https://www.goodreads.com/book/show/162505535-the-young-of-other-animals?from_search=true&from_srp=true&qid=6itvD2F0A5&rank=1
837,Anthony Nerada,https://www.goodreads.com/book/show/62693157-skater-boy?from_search=true&from_srp=true&qid=vjRAywAP3B&rank=1
838,Kate Alice Marshall,https://www.goodreads.com/book/show/127305892-no-one-can-know?from_search=true&from_srp=true&qid=KVFKQufYDX&rank=1
839,Benjamin   Stevenson,https://www.goodreads.com/book/show/167006698-everyone-on-this-train-is-a-suspect?from_search=true&from_srp=true&qid=ztro8FNhsg&rank=1
840,Avery Cunningham,https://www.goodreads.com/book/show/133206574-the-mayor-of-maxwell-street?from_search=true&from_srp=true&qid=Y0OtQFLR0V&rank=1
841,Elizabeth Gonzalez James,https://www.goodreads.com/book/show/123847255-the-bullet-swallower?from_search=true&from_srp=true&qid=iJT0TRn5ai&rank=1
842,Cate Quinn,https://www.goodreads.com/book/show/123430981-the-clinic?from_search=true&from_srp=true&qid=w6bxUam0vk&rank=1
843,Vanessa  Chan,https://www.goodreads.com/book/show/60211228-the-storm-we-made?from_search=true&from_srp=true&qid=PkWtJ38487&rank=1
844,Amy Jo Burns,https://www.goodreads.com/book/show/59109471-mercury-pictures-presents?from_search=true&from_srp=true&qid=dNOimuBH1T&rank=1
845,Naina Kumar,https://www.goodreads.com/book/show/134117190-say-you-ll-be-mine?from_search=true&from_srp=true&qid=tcSdKEoIIQ&rank=1
846,Laurie Frankel,https://www.goodreads.com/book/show/43822820-the-family-upstairs?from_search=true&from_srp=true&qid=h31ZB7p6Un&rank=1
847,Georgia  Summers,https://www.goodreads.com/book/show/145624782-the-city-of-stardust?from_search=true&from_srp=true&qid=biSugRSIMG&rank=1
848,Emily R. Austin,https://www.goodreads.com/book/show/176443380-interesting-facts-about-space?from_search=true&from_srp=true&qid=k77dFdzXaE&rank=1
849,Christopher Golden,https://www.goodreads.com/book/show/126918644-the-house-of-last-resort?from_search=true&from_srp=true&qid=rthaDnvTbn&rank=1
850,Sally  Thorne,https://www.goodreads.com/book/show/200034154-rosie-and-the-dreamboat?from_search=true&from_srp=true&qid=Tz0Os2e8Nc&rank=1
851,Elly Conway,https://www.goodreads.com/book/show/195608705-argylle?from_search=true&from_srp=true&qid=8QRIjiREbS&rank=1
852,Tlotlo Tsamaase,https://www.goodreads.com/book/show/61725531-womb-city?from_search=true&from_srp=true&qid=Rj915cApsL&rank=1
853,Emma Lord,https://www.goodreads.com/book/show/126919196-the-getaway-list?from_search=true&from_srp=true&qid=opb8Fy51YV&rank=1
854,Emily Wibberley,https://www.goodreads.com/book/show/139400621-the-breakup-tour?from_search=true&from_srp=true&qid=8B01dNjEbb&rank=1
855,Rachel Linden,https://www.goodreads.com/book/show/71872867-recipe-for-a-charmed-life?from_search=true&from_srp=true&qid=s5iqliqMB1&rank=1
856,Sariah Wilson,https://www.goodreads.com/book/show/200034641-royal-valentine?from_search=true&from_srp=true&qid=k0e4efoRaT&rank=1
857,Brianna Labuskes,https://www.goodreads.com/book/show/86497148-the-lies-you-wrote?from_search=true&from_srp=true&qid=fluh9RpuEJ&rank=1
858,Matthew   Blake,https://www.goodreads.com/book/show/134221476-anna-o?from_search=true&from_srp=true&qid=Lkwj3godU7&rank=1
859,Beth Merlin,https://www.goodreads.com/book/show/125360911-the-last-phone-booth-in-manhattan?from_search=true&from_srp=true&qid=5vNkGDiXoZ&rank=1
860,Janice Hallett,https://www.goodreads.com/book/show/61157639-the-mysterious-case-of-the-alperton-angels?from_search=true&from_srp=true&qid=ftZBMjY6Ii&rank=1
861,Shubnum Khan,https://www.goodreads.com/book/show/127464148-the-djinn-waits-a-hundred-years?from_search=true&from_srp=true&qid=seH3bYHzeS&rank=1
862,Abbott Kahler,https://www.goodreads.com/book/show/127278989-where-you-end?from_search=true&from_srp=true&qid=vuYODYfAt2&rank=1
863,Hannah Richell,https://www.goodreads.com/book/show/176451530-the-search-party?from_search=true&from_srp=true&qid=VFHURNqG7S&rank=1
864,Araminta Hall,https://www.goodreads.com/book/show/181694466-one-of-the-good-guys?from_search=true&from_srp=true&qid=HovkaSzSiC&rank=1
865,Mariana Zapata,https://www.goodreads.com/book/show/57605091-all-rhodes-lead-here?from_search=true&from_srp=true&qid=u9Ekv6nNFl&rank=1
866,Ruth Mancini,https://www.goodreads.com/book/show/63912773-the-woman-on-the-ledge?from_search=true&from_srp=true&qid=DnB4Ob2mjm&rank=1
867,Andy Maslen,https://www.goodreads.com/book/show/62976317-the-seventh-girl?from_search=true&from_srp=true&qid=y3CjP4T4Ae&rank=1
868,Bonnie Jo Campbell,https://www.goodreads.com/book/show/56980548-aristotle-and-dante-dive-into-the-waters-of-the-world?from_search=true&from_srp=true&qid=4I4OVstOUC&rank=1
869,Amy Pease,https://www.goodreads.com/book/show/176443770-northwoods?from_search=true&from_srp=true&qid=sIHULu1XkR&rank=1
870,Jenny Kiefer,https://www.goodreads.com/book/show/133206521-this-wretched-valley?from_search=true&from_srp=true&qid=wQljMvtoDZ&rank=1
871,Donna Everhart,https://www.goodreads.com/book/show/138378707-when-the-jessamine-grows?from_search=true&from_srp=true&qid=bcNvSTRwRL&rank=1
872,Kemper Donovan,https://www.goodreads.com/book/show/138378622-the-busy-body?from_search=true&from_srp=true&qid=7tGG3Yr55y&rank=1
873,Kristy Boyce,https://www.goodreads.com/book/show/160047094-dungeons-and-drama?from_search=true&from_srp=true&qid=XKqKGIiJ7N&rank=1
874,Christy Lefteri,https://www.goodreads.com/book/show/4700482-a-game-of-thrones?from_search=true&from_srp=true&qid=9Tz6igaxz9&rank=1
875,Sarah Grunder Ruiz,https://www.goodreads.com/book/show/63139958-last-call-at-the-local?from_search=true&from_srp=true&qid=KXN0paRiaS&rank=1
876,Lauren Kung Jessen,https://www.goodreads.com/book/show/145624991-red-string-theory?from_search=true&from_srp=true&qid=XbuouPuk6U&rank=1
877,Ashley  Tate,https://www.goodreads.com/book/show/123416657-twenty-seven-minutes?from_search=true&from_srp=true&qid=4P4NBYTqLJ&rank=1
878,Seanan McGuire,https://www.goodreads.com/book/show/57185869-mislaid-in-parts-half-known?from_search=true&from_srp=true&qid=pXilhOkIbU&rank=1
879,Jayne Denker,https://www.goodreads.com/book/show/127281714-hedging-your-bets?from_search=true&from_srp=true&qid=rB7OlcOoM8&rank=1
880,Sophie Sullivan,https://www.goodreads.com/book/show/127281652-love-naturally?from_search=true&from_srp=true&qid=G0Isci2mR3&rank=1
881,Louise Fein,https://www.goodreads.com/book/show/145654493-the-london-bookshop-affair?from_search=true&from_srp=true&qid=8MzZiMmBP8&rank=1
882,Suzanne Allain,https://www.goodreads.com/book/show/127482487-the-ladies-rewrite-the-rules?from_search=true&from_srp=true&qid=CEhMpDlmCd&rank=1
883,Angela      Brown,https://www.goodreads.com/book/show/123521626-olivia-strauss-is-running-out-of-time?from_search=true&from_srp=true&qid=hMHsTXYc7l&rank=1
884,Parini Shroff,https://www.goodreads.com/book/show/61065982-the-bandit-queens?from_search=true&from_srp=true&qid=m8K9NUAdhR&rank=1
885,Frances   White,https://www.goodreads.com/book/show/135802269-voyage-of-the-damned?from_search=true&from_srp=true&qid=6C0HNamsla&rank=1
886,Kat Ailes,https://www.goodreads.com/book/show/126919349-the-expectant-detectives?from_search=true&from_srp=true&qid=lttJt3826U&rank=1
887,Stephen McCauley,https://www.goodreads.com/book/show/127278269-you-only-call-when-you-re-in-trouble?from_search=true&from_srp=true&qid=vcxWhpj4pM&rank=1
888,Andrea Tang,https://www.goodreads.com/book/show/150246156-these-deadly-prophecies?from_search=true&from_srp=true&qid=g6LhLUR4go&rank=1
889,Sarah Arthur,https://www.goodreads.com/book/show/61103062-once-a-queen?from_search=true&from_srp=true&qid=Da4qrvzRxn&rank=1
890,Arushi Avachat,https://www.goodreads.com/book/show/127305905-arya-khanna-s-bollywood-moment?from_search=true&from_srp=true&qid=Vn3bFTj9wd&rank=1
891,Andrea Penrose,https://www.goodreads.com/book/show/138378623-the-diamond-of-london?from_search=true&from_srp=true&qid=Dfd9EP0Omb&rank=1
892,Coco Mellors,https://www.goodreads.com/book/show/57693262-cleopatra-and-frankenstein?from_search=true&from_srp=true&qid=DyunRicafD&rank=1
893,Leo Vardiashvili,https://www.goodreads.com/book/show/145624505-hard-by-a-great-forest?from_search=true&from_srp=true&qid=YRjhNZigNA&rank=1
894,Lena Hendrix,https://www.goodreads.com/book/show/30183.Marked?from_search=true&from_srp=true&qid=cgquU9BXXE&rank=1
895,C.J. Wray,https://www.goodreads.com/book/show/145654359-the-excitements?from_search=true&from_srp=true&qid=5IlnVGkYLt&rank=1
896,Pippa Grant,https://www.goodreads.com/book/show/204715558-the-bride-s-runaway-billionaire?from_search=true&from_srp=true&qid=s8zZPu2ddH&rank=1
897,Jill Shalvis,https://www.goodreads.com/book/show/199213769-the-bright-spot?from_search=true&from_srp=true&qid=Bgw3L09OUF&rank=1
898,Timothy Janovsky,https://www.goodreads.com/book/show/197043155-the-fake-dating-game?from_search=true&from_srp=true&qid=J7roIeZTRb&rank=1
899,Dolly Alderton,https://www.goodreads.com/book/show/96177629-good-material?from_search=true&from_srp=true&qid=fn27DOtmgp&rank=1
900,Nishita Parekh,https://www.goodreads.com/book/show/134116831-the-night-of-the-storm?from_search=true&from_srp=true&qid=Cs4ereoKFE&rank=1
901,Lynda Rutledge,https://www.goodreads.com/book/show/175531639-mockingbird-summer?from_search=true&from_srp=true&qid=hwXddj1P08&rank=1
902,Gerardo Sámano Córdova,https://www.goodreads.com/book/show/196842128-monstrilio?from_search=true&from_srp=true&qid=eUqQiMiUgR&rank=1
903,Lynette Eason,https://www.goodreads.com/book/show/30164.Double_Take?from_search=true&from_srp=true&qid=yLVQG2SVay&rank=1
904,Raya Morris Edwards,https://www.goodreads.com/book/show/138684.Sovereign?from_search=true&from_srp=true&qid=ClMHB5wavS&rank=1
905,Marko Kloos,https://www.goodreads.com/book/show/10626594-the-scorpio-races?from_search=true&from_srp=true&qid=WRc7m1eaEC&rank=1
906,ReShonda  Tate,https://www.goodreads.com/book/show/139506611-the-queen-of-sugar-hill?from_search=true&from_srp=true&qid=TL4c9cUAbd&rank=1
907,Mariah Fredericks,https://www.goodreads.com/book/show/126918887-the-wharton-plot?from_search=true&from_srp=true&qid=jS92DUjFB7&rank=1
908,Marc J. Gregson,https://www.goodreads.com/book/show/60770260-sky-s-end?from_search=true&from_srp=true&qid=WbdhsyQ1Oa&rank=1
909,Amélie Wen Zhao,https://www.goodreads.com/book/show/58303745-dark-star-burning-ash-falls-white?from_search=true&from_srp=true&qid=xHQEr0gUb9&rank=1
910,Margot Hunt,https://www.goodreads.com/book/show/52656911-the-guest-list?from_search=true&from_srp=true&qid=02VevVl04O&rank=1
911,Mimi Matthews,https://www.goodreads.com/book/show/157024794-the-lily-of-ludgate-hill?from_search=true&from_srp=true&qid=xeQxUu2CjE&rank=1
912,Armando Lucas Correa,https://www.goodreads.com/book/show/176443444-the-silence-in-her-eyes?from_search=true&from_srp=true&qid=hnbR4H2wUe&rank=1
913,Jonathan Santlofer,https://www.goodreads.com/book/show/123263233-the-lost-van-gogh?from_search=true&from_srp=true&qid=HjAF8YHdCQ&rank=1
914,Devin Greenlee,https://www.goodreads.com/book/show/182496.Evergreen?from_search=true&from_srp=true&qid=uGRxARtdPC&rank=1
915,Claire Oshetsky,https://www.goodreads.com/book/show/127823311-poor-deer?from_search=true&from_srp=true&qid=L4WcwNVnSu&rank=1
916,Celine Saintclare,https://www.goodreads.com/book/show/154985776-sugar-baby?from_search=true&from_srp=true&qid=b0Q4tejOH5&rank=1
917,Marie-Helene Bertino,https://www.goodreads.com/book/show/127282939-beautyland?from_search=true&from_srp=true&qid=GlcXHa1BSv&rank=1
918,Chloe Liese,https://www.goodreads.com/book/show/195036925-with-you-forever?from_search=true&from_srp=true&qid=ZKBY4EA7mL&rank=1
919,Tara Karr Roberts,https://www.goodreads.com/book/show/150779156-wild-and-distant-seas?from_search=true&from_srp=true&qid=GEbIqplNy8&rank=1
920,Heather Darwent,https://www.goodreads.com/book/show/60880813-the-things-we-do-to-our-friends?from_search=true&from_srp=true&qid=be3u0bVlK6&rank=1
921,Carolyn Brown,https://www.goodreads.com/book/show/123179676-meadow-falls?from_search=true&from_srp=true&qid=SjfTrB300D&rank=1
922,Shalini Boland,https://www.goodreads.com/book/show/123230185-the-school-reunion?from_search=true&from_srp=true&qid=ubcHecSCU2&rank=1
923,Olivia Ford,https://www.goodreads.com/book/show/150246174-mrs-quinn-s-rise-to-fame?from_search=true&from_srp=true&qid=ZVuGGuc80f&rank=1
924,Carlene O'Connor,https://www.goodreads.com/book/show/61193064-murder-at-an-irish-bakery?from_search=true&from_srp=true&qid=KAjfCCXOJX&rank=1
925,Colleen Coble,https://www.goodreads.com/book/show/123266517-fragile-designs?from_search=true&from_srp=true&qid=w9PHtQdMOf&rank=1
926,Lizzie Pook,https://www.goodreads.com/book/show/176443843-maude-horton-s-glorious-revenge?from_search=true&from_srp=true&qid=eu0FJpU9Kx&rank=1
927,Talia Carner,https://www.goodreads.com/book/show/127824070-the-boy-with-the-star-tattoo?from_search=true&from_srp=true&qid=HV8eDPCW6y&rank=1
928,Jenni L. Walsh,https://www.goodreads.com/book/show/58265135-the-unsinkable-greta-james?from_search=true&from_srp=true&qid=thZZReCx25&rank=1
929,Meghan Quinn,https://www.goodreads.com/book/show/62626163-a-long-time-coming?from_search=true&from_srp=true&qid=coV8TqMkLV&rank=1
930,Aube Rey Lescure,https://www.goodreads.com/book/show/127823210-river-east-river-west?from_search=true&from_srp=true&qid=jP9DlWzYlA&rank=1
931,Edwin   Hill,https://www.goodreads.com/book/show/138378704-who-to-believe?from_search=true&from_srp=true&qid=XNnoex55Tw&rank=1
932,Julia  Kelly,https://www.goodreads.com/book/show/61273767-the-lost-english-girl?from_search=true&from_srp=true&qid=lpsuAzfa1C&rank=1
933,Janet Dailey,https://www.goodreads.com/book/show/25862989-the-one-in-a-million-boy?from_search=true&from_srp=true&qid=qJkLsnIyTR&rank=1
934,Gene Luen Yang,https://www.goodreads.com/book/show/123023430-lunar-new-year-love-story?from_search=true&from_srp=true&qid=n0U1Q0IDOM&rank=1
935,Hisham Matar,https://www.goodreads.com/book/show/41015038-my-best-friend-s-exorcism?from_search=true&from_srp=true&qid=NVo8W63KgT&rank=1
936,Michael C. Grumley,https://www.goodreads.com/book/show/33930065-deep-freeze?from_search=true&from_srp=true&qid=FZZ4YZdQwF&rank=1
937,Kristin Dwyer,https://www.goodreads.com/book/show/127823336-the-atlas-of-us?from_search=true&from_srp=true&qid=BnxshQFrzY&rank=1
938,Sarah-Jane Collins,https://www.goodreads.com/book/show/139398841-radiant-heat?from_search=true&from_srp=true&qid=nXD0RQJRtB&rank=1
939,Rebecca   Ross,https://www.goodreads.com/book/show/127280062-ruthless-vows?from_search=true&from_srp=true&qid=cDi7K4R17W&rank=1
940,Alice Oseman,https://www.goodreads.com/book/show/53344030-heartstopper?from_search=true&from_srp=true&qid=QDHW7sBoiI&rank=1
941,Raven Kennedy,https://www.goodreads.com/book/show/7624.Lord_of_the_Flies?from_search=true&from_srp=true&qid=9FP8NipRrM&rank=1
942,Kate Robb,https://www.goodreads.com/book/show/75665914-this-spells-love?from_search=true&from_srp=true&qid=kLTkh0obVu&rank=1
943,Katherine Faulkner,https://www.goodreads.com/book/show/101145752-the-other-mothers?from_search=true&from_srp=true&qid=G5yzcO0tUt&rank=1
944,Megan Lally,https://www.goodreads.com/book/show/123429195-that-s-not-my-name?from_search=true&from_srp=true&qid=RAaJlH6XhR&rank=1
945,Avina St. Graves,https://www.goodreads.com/book/show/199037117-skin-of-a-sinner?from_search=true&from_srp=true&qid=MHORQqS8xt&rank=1
946,Emily Bleeker,https://www.goodreads.com/book/show/123184854-when-we-were-enemies?from_search=true&from_srp=true&qid=ubgtrpT2LN&rank=1
947,S.J. Tilly,https://www.goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before?from_search=true&from_srp=true&qid=6x68UZGbxi&rank=1
948,Jess Armstrong,https://www.goodreads.com/book/show/65213227-the-curse-of-penryth-hall?from_search=true&from_srp=true&qid=7XxrYhqIj2&rank=1
949,Jo Segura,https://www.goodreads.com/book/show/123211121-raiders-of-the-lost-heart?from_search=true&from_srp=true&qid=NEvJTVmgmY&rank=1
950,Melissa Wiesner,https://www.goodreads.com/book/show/127542189-the-second-chance-year?from_search=true&from_srp=true&qid=2isRPJZWrR&rank=1
951,Denise  Williams,https://www.goodreads.com/book/show/73746758-technically-yours?from_search=true&from_srp=true&qid=jh7DWnxsBh&rank=1
952,Sharon Lynn Fisher,https://www.goodreads.com/book/show/123443274-salt-broom?from_search=true&from_srp=true&qid=1JNzKQisj5&rank=1
953,Terri Parlato,https://www.goodreads.com/book/show/124925116-what-waits-in-the-woods?from_search=true&from_srp=true&qid=1cA4v0WHkS&rank=1
954,Jenny L. Howe,https://www.goodreads.com/book/show/65213088-on-the-plus-side?from_search=true&from_srp=true&qid=CyTdcn2L2M&rank=1
955,Jessica Strawser,https://www.goodreads.com/book/show/80913618-the-last-caretaker?from_search=true&from_srp=true&qid=A89vm7OaCj&rank=1
956,Andrew Mayne,https://www.goodreads.com/book/show/122996469-night-owl?from_search=true&from_srp=true&qid=mJl2Qe0BKo&rank=1
957,Lauren E. Rico,https://www.goodreads.com/book/show/126423172-familia?from_search=true&from_srp=true&qid=ysHiOz3LbA&rank=1
958,Adele Parks,https://www.goodreads.com/book/show/63885848-two-dead-wives?from_search=true&from_srp=true&qid=Y4p54M8WAY&rank=1
959,Lisina Coney,https://www.goodreads.com/book/show/63831009-the-brightest-light-of-sunshine?from_search=true&from_srp=true&qid=s4agXxJkh4&rank=1
960,Gabrielle  Korn,https://www.goodreads.com/book/show/65213204-yours-for-the-taking?from_search=true&from_srp=true&qid=fVG128SBog&rank=1
961,Bella  Matthews,https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter?from_search=true&from_srp=true&qid=7CnefU5cBq&rank=1
962,Renée Ahdieh,https://www.goodreads.com/book/show/62685652-court-of-ravens-and-ruin?from_search=true&from_srp=true&qid=wJkhjSdCcN&rank=1
963,Katie Cotugno,https://www.goodreads.com/book/show/123239374-meet-the-benedettos?from_search=true&from_srp=true&qid=GWqooGwuFj&rank=1
964,Tara Laskowski,https://www.goodreads.com/book/show/75339198-the-weekend-retreat?from_search=true&from_srp=true&qid=RmYRrzuEnN&rank=1
965,Emily Thiede,https://www.goodreads.com/book/show/61885005-this-cursed-light?from_search=true&from_srp=true&qid=Ha96b8dgXc&rank=1
966,Darby Kane,https://www.goodreads.com/book/show/123205979-the-engagement-party?from_search=true&from_srp=true&qid=DBHoUpmL9G&rank=1
967,Penelope Douglas,https://www.goodreads.com/book/show/41021967-punk-57?from_search=true&from_srp=true&qid=Vk38taTFBk&rank=1
968,Ally Wilkes,https://www.goodreads.com/book/show/101161005-where-the-dead-wait?from_search=true&from_srp=true&qid=73Z5kG1QdF&rank=1
969,Abigail  Johnson,https://www.goodreads.com/book/show/60840492-every-time-you-go-away?from_search=true&from_srp=true&qid=yEtvrlzaAF&rank=1
970,Catherine Ryan Hyde,https://www.goodreads.com/book/show/96819813-a-different-kind-of-gone?from_search=true&from_srp=true&qid=57t0tWvcda&rank=1
971,Caz Frear,https://www.goodreads.com/book/show/62792245-five-bad-deeds?from_search=true&from_srp=true&qid=xGHzdYOzMg&rank=1
972,Melissa Rivero,https://www.goodreads.com/book/show/123279498-flores-and-miss-paula?from_search=true&from_srp=true&qid=eDoth2WGz6&rank=1
973,K.A. Tucker,https://www.goodreads.com/book/show/39932742-you-don-t-own-me?from_search=true&from_srp=true&qid=omm6q8e5FD&rank=1
974,Virginia Kantra,https://www.goodreads.com/book/show/123505439-the-fairytale-life-of-dorothy-gale?from_search=true&from_srp=true&qid=SXDgEmufrh&rank=1
975,Alexis Soloski,https://www.goodreads.com/book/show/65211841-here-in-the-dark?from_search=true&from_srp=true&qid=5veumXLimd&rank=1
976,Jessie Burton,https://www.goodreads.com/book/show/11198312-the-medusa-plot?from_search=true&from_srp=true&qid=EajrLk3xPI&rank=1
977,Krista Street,https://www.goodreads.com/book/show/199213600-wings-of-snow?from_search=true&from_srp=true&qid=LeMeqcFt9a&rank=1
978,Renee Ryan,https://www.goodreads.com/book/show/75313284-the-paris-housekeeper?from_search=true&from_srp=true&qid=3b8UeE2XHa&rank=1
979,Kate Christensen,https://www.goodreads.com/book/show/123239371-welcome-home-stranger?from_search=true&from_srp=true&qid=ZyiAQcc95m&rank=1
980,Julie Abe,https://www.goodreads.com/book/show/65213130-our-cursed-love?from_search=true&from_srp=true&qid=XmanALgf9N&rank=1
981,Tia Louise,https://www.goodreads.com/book/show/63291997-with-a-little-luck?from_search=true&from_srp=true&qid=0sCO3kCCuF&rank=1
982,Amber   Brown,https://www.goodreads.com/book/show/75339196-perfect-little-lives?from_search=true&from_srp=true&qid=sQMm67c6UZ&rank=1
983,Samantha Harvey,https://www.goodreads.com/book/show/23714521-orbiting-jupiter?from_search=true&from_srp=true&qid=Ah6YGUqzIa&rank=1
984,Ella Berman,https://www.goodreads.com/book/show/61407616-before-we-were-innocent?from_search=true&from_srp=true&qid=pw5tBujOg8&rank=1
985,Alice Walker,https://www.goodreads.com/book/show/52892857-the-color-purple?from_search=true&from_srp=true&qid=C7PXJEfemG&rank=1
986,Tracy    Clark,https://www.goodreads.com/book/show/37781.Things_Fall_Apart?from_search=true&from_srp=true&qid=VrikrPhajh&rank=1
987,Lisa Malice,https://www.goodreads.com/book/show/122757697-lest-she-forget?from_search=true&from_srp=true&qid=MO3dVhFl3H&rank=1
988,Daniel Hurst,https://www.goodreads.com/book/show/197201052-the-doctor-s-mistress?from_search=true&from_srp=true&qid=lLTF6NhxOx&rank=1
989,Kennedy Ryan,https://www.goodreads.com/book/show/150310156-be-mine-forever?from_search=true&from_srp=true&qid=mvjZHKOeAr&rank=1
990,Keigo Higashino,https://www.goodreads.com/book/show/65213104-the-final-curtain?from_search=true&from_srp=true&qid=kJDJDdQbF9&rank=1
991,Annelise Ryan,https://www.goodreads.com/book/show/71872869-death-in-the-dark-woods?from_search=true&from_srp=true&qid=9nMTpy7Y6Q&rank=1
992,Luna Pierce,https://www.goodreads.com/book/show/5928721-jane-austen-ruined-my-life?from_search=true&from_srp=true&qid=hyesPtdJ9a&rank=1
993,T.J.   Alexander,https://www.goodreads.com/book/show/101145597-second-chances-in-new-port-stephen?from_search=true&from_srp=true&qid=6cG2KzKkTd&rank=1
994,James Clavell,https://www.goodreads.com/book/show/201855946-sh-gun?from_search=true&from_srp=true&qid=I16DZyQZ0B&rank=1
995,Bradley P. Beaulieu,https://www.goodreads.com/book/show/157560224-the-dragons-of-deepwood-fen?from_search=true&from_srp=true&qid=73IZ5AxB4n&rank=1
996,Viveca Sten,https://www.goodreads.com/book/show/123221953-hidden-in-shadows?from_search=true&from_srp=true&qid=cB9qILs3cY&rank=1
